ncbigene:3157	GO:0006629	participates
ncbigene:8434	GO:0030198	participates
ncbigene:9126	GO:0051301	participates
ncbigene:55879	GO:0007165	participates
ncbigene:4593	GO:0030154	participates
ncbigene:4326	GO:0030198	participates
ncbigene:113675	GO:0006629	participates
ncbigene:2821	GO:0007165	participates
ncbigene:3326	GO:0050821	participates
ncbigene:6095	GO:0006805	participates
ncbigene:2313	GO:0030154	participates
ncbigene:400	GO:0016192	participates
ncbigene:286	GO:0007010	participates
ncbigene:1998	GO:0030154	participates
ncbigene:4087	GO:0030154	participates
ncbigene:8837	GO:0043065	participates
ncbigene:84883	GO:0043065	participates
ncbigene:53371	GO:0006605	participates
ncbigene:1857	GO:0032880	participates
ncbigene:670	GO:0006805	participates
ncbigene:6774	GO:0008283	participates
ncbigene:976	GO:0007155	participates
ncbigene:64682	GO:0051301	participates
ncbigene:6720	GO:0006629	participates
ncbigene:1144	GO:0050877	participates
ncbigene:23457	GO:0055085	participates
ncbigene:3479	GO:0007165	participates
ncbigene:55660	GO:0007010	participates
ncbigene:79228	GO:0006397	participates
ncbigene:8893	GO:0043065	participates
ncbigene:120892	GO:0006914	participates
ncbigene:117	GO:0030154	participates
ncbigene:6477	GO:0043065	participates
ncbigene:2357	GO:0007165	participates
ncbigene:55055	GO:0051301	participates
ncbigene:7200	GO:0007267	participates
ncbigene:2621	GO:0007165	participates
ncbigene:1138	GO:0007165	participates
ncbigene:9400	GO:0006259	participates
ncbigene:23640	GO:0006457	participates
ncbigene:22994	GO:0007049	participates
ncbigene:65018	GO:0050821	participates
ncbigene:8907	GO:0016192	participates
ncbigene:2770	GO:0051301	participates
ncbigene:573	GO:0050821	participates
ncbigene:3164	GO:0043065	participates
ncbigene:2322	GO:0007275	participates
ncbigene:79001	GO:0007596	participates
ncbigene:10599	GO:0055085	participates
ncbigene:10817	GO:0007165	participates
ncbigene:8390	GO:0007165	participates
ncbigene:7148	GO:0007155	participates
ncbigene:4258	GO:0006629	participates
ncbigene:8660	GO:0007165	participates
ncbigene:672	GO:0007059	participates
ncbigene:7305	GO:0050821	participates
ncbigene:5608	GO:0043065	participates
ncbigene:7181	GO:0048856	participates
ncbigene:23122	GO:0051301	participates
ncbigene:2246	GO:0030154	participates
ncbigene:2021	GO:0043065	participates
ncbigene:6753	GO:0007267	participates
ncbigene:144195	GO:0030154	participates
ncbigene:4326	GO:0006508	participates
ncbigene:952	GO:0007165	participates
ncbigene:1808	GO:0007010	participates
ncbigene:4323	GO:0030198	participates
ncbigene:4853	GO:0043065	participates
ncbigene:288	GO:0007165	participates
ncbigene:56940	GO:0007165	participates
ncbigene:7056	GO:0006508	participates
ncbigene:10376	GO:0007017	participates
ncbigene:10798	GO:0007165	participates
ncbigene:590	GO:0006805	participates
ncbigene:126370	GO:0007165	participates
ncbigene:10730	GO:0008283	participates
ncbigene:22899	GO:0050790	participates
ncbigene:25977	GO:0016192	participates
ncbigene:6346	GO:0007165	participates
ncbigene:3718	GO:0030154	participates
ncbigene:7305	GO:0007165	participates
ncbigene:841	GO:0043065	participates
ncbigene:900	GO:0051301	participates
ncbigene:6347	GO:0007155	participates
ncbigene:255967	GO:0006397	participates
ncbigene:3280	GO:0007155	participates
ncbigene:6880	GO:0050821	participates
ncbigene:5979	GO:0007165	participates
ncbigene:6872	GO:0007049	participates
ncbigene:1140	GO:0007165	participates
ncbigene:2720	GO:0005975	participates
ncbigene:116085	GO:0055085	participates
ncbigene:29948	GO:0030154	participates
ncbigene:26985	GO:0016192	participates
ncbigene:5704	GO:0006508	participates
ncbigene:51434	GO:0051301	participates
ncbigene:3696	GO:0007155	participates
ncbigene:8807	GO:0008283	participates
ncbigene:7514	GO:0006913	participates
ncbigene:11277	GO:0006259	participates
ncbigene:2395	GO:0043085	participates
ncbigene:27429	GO:0006508	participates
ncbigene:634	GO:0007165	participates
ncbigene:284695	GO:0006397	participates
ncbigene:5997	GO:0007049	participates
ncbigene:115201	GO:0006914	participates
ncbigene:348995	GO:0051301	participates
ncbigene:22871	GO:0006605	participates
ncbigene:207	GO:0010951	participates
ncbigene:2248	GO:0007267	participates
ncbigene:5972	GO:0006508	participates
ncbigene:6324	GO:0040011	participates
ncbigene:5867	GO:0016192	participates
ncbigene:4325	GO:0030198	participates
ncbigene:3164	GO:0007165	participates
ncbigene:2625	GO:0048646	participates
ncbigene:1230	GO:0007155	participates
ncbigene:9532	GO:0050821	participates
ncbigene:6868	GO:0016485	participates
ncbigene:7070	GO:0007010	participates
ncbigene:23162	GO:0050821	participates
ncbigene:1848	GO:0030154	participates
ncbigene:2629	GO:0006914	participates
ncbigene:8697	GO:0051301	participates
ncbigene:5524	GO:0043065	participates
ncbigene:3373	GO:0005975	participates
ncbigene:8590	GO:0007165	participates
ncbigene:149461	GO:0007155	participates
ncbigene:4929	GO:0007165	participates
ncbigene:7364	GO:0006805	participates
ncbigene:27253	GO:0007155	participates
ncbigene:9101	GO:0032880	participates
ncbigene:902	GO:0050821	participates
ncbigene:983	GO:0051301	participates
ncbigene:345611	GO:0050821	participates
ncbigene:140735	GO:0007017	participates
ncbigene:4878	GO:0006457	participates
ncbigene:3589	GO:0008283	participates
ncbigene:90293	GO:0007049	participates
ncbigene:10935	GO:0007005	participates
ncbigene:1050	GO:0007005	participates
ncbigene:142	GO:0032880	participates
ncbigene:276	GO:0005975	participates
ncbigene:4928	GO:0006913	participates
ncbigene:5077	GO:0048856	participates
ncbigene:83988	GO:0016192	participates
ncbigene:3340	GO:0007585	participates
ncbigene:7188	GO:0007165	participates
ncbigene:29992	GO:0007165	participates
ncbigene:6019	GO:0007165	participates
ncbigene:2050	GO:0007155	participates
ncbigene:22987	GO:0055085	participates
ncbigene:8874	GO:0007165	participates
ncbigene:8854	GO:0043065	participates
ncbigene:10193	GO:0006914	participates
ncbigene:563	GO:0007155	participates
ncbigene:55742	GO:0050821	participates
ncbigene:10057	GO:0055085	participates
ncbigene:2837	GO:0007165	participates
ncbigene:55240	GO:0007049	participates
ncbigene:5020	GO:0007165	participates
ncbigene:5925	GO:0051276	participates
ncbigene:1943	GO:0007267	participates
ncbigene:1119	GO:0006629	participates
ncbigene:4752	GO:0051301	participates
ncbigene:4233	GO:0007165	participates
ncbigene:22926	GO:0043065	participates
ncbigene:4952	GO:0007165	participates
ncbigene:6430	GO:0006397	participates
ncbigene:3827	GO:0010951	participates
ncbigene:595	GO:0051301	participates
ncbigene:253260	GO:0007010	participates
ncbigene:4048	GO:0006508	participates
ncbigene:122706	GO:0006508	participates
ncbigene:170506	GO:0030154	participates
ncbigene:839	GO:0006508	participates
ncbigene:83695	GO:0007049	participates
ncbigene:7128	GO:0007010	participates
ncbigene:1285	GO:0030198	participates
ncbigene:5204	GO:0006457	participates
ncbigene:7060	GO:0007165	participates
ncbigene:10174	GO:0007155	participates
ncbigene:57805	GO:0043065	participates
ncbigene:7009	GO:0006914	participates
ncbigene:9049	GO:0006805	participates
ncbigene:8828	GO:0007155	participates
ncbigene:91662	GO:0007165	participates
ncbigene:3689	GO:0007155	participates
ncbigene:6555	GO:0055085	participates
ncbigene:2683	GO:0043065	participates
ncbigene:3001	GO:0043065	participates
ncbigene:27006	GO:0030154	participates
ncbigene:10154	GO:0007155	participates
ncbigene:22999	GO:0030154	participates
ncbigene:56288	GO:0007049	participates
ncbigene:23090	GO:0030154	participates
ncbigene:170959	GO:0030154	participates
ncbigene:22926	GO:0007165	participates
ncbigene:10856	GO:0050821	participates
ncbigene:9528	GO:0006914	participates
ncbigene:314	GO:0006805	participates
ncbigene:6910	GO:0007267	participates
ncbigene:1002	GO:0007275	participates
ncbigene:5742	GO:0006954	participates
ncbigene:5321	GO:0006954	participates
ncbigene:11064	GO:0051301	participates
ncbigene:3399	GO:0043065	participates
ncbigene:1829	GO:0007155	participates
ncbigene:8516	GO:0030198	participates
ncbigene:602	GO:0030198	participates
ncbigene:6478	GO:0007049	participates
ncbigene:55177	GO:0030154	participates
ncbigene:2138	GO:0030154	participates
ncbigene:7175	GO:0032880	participates
ncbigene:8725	GO:0050821	participates
ncbigene:8720	GO:0006508	participates
ncbigene:1312	GO:0006629	participates
ncbigene:3191	GO:0006397	participates
ncbigene:91603	GO:0051301	participates
ncbigene:157	GO:0007165	participates
ncbigene:7253	GO:0007267	participates
ncbigene:3274	GO:0001696	participates
ncbigene:9379	GO:0007165	participates
ncbigene:5080	GO:0048856	participates
ncbigene:79723	GO:0007049	participates
ncbigene:8804	GO:0006914	participates
ncbigene:5025	GO:0007165	participates
ncbigene:252995	GO:0007165	participates
ncbigene:23209	GO:0016192	participates
ncbigene:8905	GO:0016192	participates
ncbigene:596	GO:0043085	participates
ncbigene:1365	GO:0007155	participates
ncbigene:7412	GO:0009308	participates
ncbigene:8702	GO:0005975	participates
ncbigene:57679	GO:0008219	participates
ncbigene:3956	GO:0043065	participates
ncbigene:266743	GO:0030154	participates
ncbigene:51529	GO:0051301	participates
ncbigene:6950	GO:0050821	participates
ncbigene:9037	GO:0007267	participates
ncbigene:6789	GO:0043065	participates
ncbigene:4325	GO:0016485	participates
ncbigene:4153	GO:0006508	participates
ncbigene:8001	GO:0050877	participates
ncbigene:5016	GO:0005975	participates
ncbigene:5376	GO:0030154	participates
ncbigene:83852	GO:0051301	participates
ncbigene:3574	GO:0007267	participates
ncbigene:7153	GO:0043065	participates
ncbigene:83660	GO:0007010	participates
ncbigene:6375	GO:0007267	participates
ncbigene:2057	GO:0007165	participates
ncbigene:375790	GO:0007010	participates
ncbigene:6810	GO:0043085	participates
ncbigene:204962	GO:0055085	participates
ncbigene:866	GO:0010951	participates
ncbigene:220134	GO:0007059	participates
ncbigene:7534	GO:0007165	participates
ncbigene:5862	GO:0016192	participates
ncbigene:10694	GO:0006457	participates
ncbigene:5979	GO:0007275	participates
ncbigene:8575	GO:0050821	participates
ncbigene:8437	GO:0007165	participates
ncbigene:6900	GO:0007155	participates
ncbigene:9407	GO:0006508	participates
ncbigene:7078	GO:0010951	participates
ncbigene:3176	GO:0007585	participates
ncbigene:712	GO:0007267	participates
ncbigene:891	GO:0051301	participates
ncbigene:4869	GO:0007165	participates
ncbigene:9476	GO:0006508	participates
ncbigene:7088	GO:0007165	participates
ncbigene:8861	GO:0007155	participates
ncbigene:7480	GO:0043065	participates
ncbigene:1945	GO:0007267	participates
ncbigene:407021	GO:0043065	participates
ncbigene:64411	GO:0007010	participates
ncbigene:23225	GO:0006913	participates
ncbigene:1565	GO:0006805	participates
ncbigene:23162	GO:0016192	participates
ncbigene:9846	GO:0007165	participates
ncbigene:6188	GO:0051301	participates
ncbigene:8312	GO:0006913	participates
ncbigene:10133	GO:0006914	participates
ncbigene:5566	GO:0006397	participates
ncbigene:1300	GO:0030198	participates
ncbigene:1742	GO:0007165	participates
ncbigene:122402	GO:0030154	participates
ncbigene:1062	GO:0007059	participates
ncbigene:65018	GO:0007005	participates
ncbigene:54502	GO:0006397	participates
ncbigene:268	GO:0007267	participates
ncbigene:4313	GO:0006508	participates
ncbigene:54578	GO:0006805	participates
ncbigene:5646	GO:0031638	participates
ncbigene:3558	GO:0007267	participates
ncbigene:23759	GO:0006397	participates
ncbigene:55215	GO:0007049	participates
ncbigene:1514	GO:0006508	participates
ncbigene:6716	GO:0007267	participates
ncbigene:3433	GO:0043065	participates
ncbigene:22801	GO:0007155	participates
ncbigene:10869	GO:0050821	participates
ncbigene:367	GO:0007267	participates
ncbigene:7251	GO:0051301	participates
ncbigene:8607	GO:0050821	participates
ncbigene:5527	GO:0007165	participates
ncbigene:4607	GO:0007155	participates
ncbigene:3336	GO:0006457	participates
ncbigene:8817	GO:0008283	participates
ncbigene:898	GO:0051301	participates
ncbigene:10728	GO:0006457	participates
ncbigene:6520	GO:0005975	participates
ncbigene:54617	GO:0051301	participates
ncbigene:51776	GO:0030154	participates
ncbigene:10891	GO:0006397	participates
ncbigene:726	GO:0006508	participates
ncbigene:10130	GO:0006457	participates
ncbigene:5346	GO:0006629	participates
ncbigene:286	GO:0007165	participates
ncbigene:6907	GO:0050821	participates
ncbigene:4358	GO:0042592	participates
ncbigene:8826	GO:0007165	participates
ncbigene:1208	GO:0006629	participates
ncbigene:10726	GO:0006457	participates
ncbigene:287	GO:0007010	participates
ncbigene:8120	GO:0016192	participates
ncbigene:25799	GO:0008283	participates
ncbigene:6750	GO:0007267	participates
ncbigene:9071	GO:0007155	participates
ncbigene:4739	GO:0007049	participates
ncbigene:3912	GO:0007155	participates
ncbigene:905	GO:0007049	participates
ncbigene:25	GO:0006914	participates
ncbigene:79690	GO:0007267	participates
ncbigene:9365	GO:0005975	participates
ncbigene:3708	GO:0007165	participates
ncbigene:338821	GO:0055085	participates
ncbigene:11059	GO:0007165	participates
ncbigene:2041	GO:0007275	participates
ncbigene:23237	GO:0007010	participates
ncbigene:29945	GO:0051301	participates
ncbigene:3758	GO:0008217	participates
ncbigene:9855	GO:0007155	participates
ncbigene:247	GO:0006629	participates
ncbigene:6423	GO:0007267	participates
ncbigene:9839	GO:0048856	participates
ncbigene:9770	GO:0043065	participates
ncbigene:382	GO:0016192	participates
ncbigene:6247	GO:0007155	participates
ncbigene:3146	GO:0007165	participates
ncbigene:9080	GO:0007155	participates
ncbigene:7273	GO:0050790	participates
ncbigene:10418	GO:0007155	participates
ncbigene:2560	GO:0050877	participates
ncbigene:55704	GO:0061024	participates
ncbigene:115106	GO:0051301	participates
ncbigene:4791	GO:0030198	participates
ncbigene:7706	GO:0032880	participates
ncbigene:3371	GO:0007155	participates
ncbigene:8772	GO:0043065	participates
ncbigene:6872	GO:0050821	participates
ncbigene:3665	GO:0002376	participates
ncbigene:10505	GO:0007267	participates
ncbigene:6494	GO:0007165	participates
ncbigene:2683	GO:0007155	participates
ncbigene:8379	GO:0051301	participates
ncbigene:1740	GO:0009790	participates
ncbigene:8799	GO:0007165	participates
ncbigene:2705	GO:0055085	participates
ncbigene:119504	GO:0051301	participates
ncbigene:3054	GO:0007049	participates
ncbigene:780	GO:0007275	participates
ncbigene:407010	GO:0043065	participates
ncbigene:4133	GO:0032880	participates
ncbigene:5216	GO:0050821	participates
ncbigene:8536	GO:0030154	participates
ncbigene:3628	GO:0007165	participates
ncbigene:10393	GO:0051301	participates
ncbigene:3952	GO:0006629	participates
ncbigene:5585	GO:0007165	participates
ncbigene:5091	GO:0006629	participates
ncbigene:6368	GO:0007267	participates
ncbigene:57405	GO:0051301	participates
ncbigene:8925	GO:0006914	participates
ncbigene:142	GO:0050790	participates
ncbigene:10921	GO:0043065	participates
ncbigene:1452	GO:0007049	participates
ncbigene:3303	GO:0007165	participates
ncbigene:51806	GO:0007165	participates
ncbigene:7366	GO:0006805	participates
ncbigene:8386	GO:0007165	participates
ncbigene:51083	GO:0043065	participates
ncbigene:3689	GO:0007267	participates
ncbigene:26281	GO:0007267	participates
ncbigene:23461	GO:0055085	participates
ncbigene:406950	GO:0043065	participates
ncbigene:59067	GO:0007165	participates
ncbigene:6844	GO:0016192	participates
ncbigene:2304	GO:0030154	participates
ncbigene:57522	GO:0007165	participates
ncbigene:2241	GO:0007155	participates
ncbigene:2558	GO:0050877	participates
ncbigene:4603	GO:0030154	participates
ncbigene:7329	GO:0007059	participates
ncbigene:55578	GO:0006914	participates
ncbigene:842	GO:0043065	participates
ncbigene:3717	GO:0030154	participates
ncbigene:9197	GO:0055085	participates
ncbigene:1040	GO:0007165	participates
ncbigene:10392	GO:0007165	participates
ncbigene:9235	GO:0007165	participates
ncbigene:7010	GO:0007165	participates
ncbigene:55388	GO:0008283	participates
ncbigene:832	GO:0000902	participates
ncbigene:2520	GO:0007165	participates
ncbigene:5243	GO:0006805	participates
ncbigene:7071	GO:0007267	participates
ncbigene:2158	GO:0031638	participates
ncbigene:2597	GO:0050821	participates
ncbigene:4283	GO:0007267	participates
ncbigene:3578	GO:0007165	participates
ncbigene:27258	GO:0006397	participates
ncbigene:5768	GO:0006457	participates
ncbigene:10317	GO:0006629	participates
ncbigene:27329	GO:0007165	participates
ncbigene:84432	GO:0007165	participates
ncbigene:1326	GO:0007049	participates
ncbigene:9532	GO:0006457	participates
ncbigene:27115	GO:0007165	participates
ncbigene:4288	GO:0007049	participates
ncbigene:7076	GO:0010951	participates
ncbigene:28988	GO:0061024	participates
ncbigene:1268	GO:0043065	participates
ncbigene:10537	GO:0043065	participates
ncbigene:2771	GO:0007049	participates
ncbigene:7358	GO:0005975	participates
ncbigene:9882	GO:0016192	participates
ncbigene:5879	GO:0007155	participates
ncbigene:823	GO:0050790	participates
ncbigene:4828	GO:0007267	participates
ncbigene:1525	GO:0007005	participates
ncbigene:797	GO:0007165	participates
ncbigene:5829	GO:0007155	participates
ncbigene:2939	GO:0006805	participates
ncbigene:10974	GO:0030154	participates
ncbigene:4973	GO:0006508	participates
ncbigene:1432	GO:0007165	participates
ncbigene:51804	GO:0032880	participates
ncbigene:7153	GO:0007059	participates
ncbigene:8636	GO:0051301	participates
ncbigene:27035	GO:0030198	participates
ncbigene:8743	GO:0007165	participates
ncbigene:1437	GO:0008283	participates
ncbigene:6818	GO:0006805	participates
ncbigene:51809	GO:0005975	participates
ncbigene:3561	GO:0007165	participates
ncbigene:3359	GO:0007165	participates
ncbigene:8106	GO:0006397	participates
ncbigene:117581	GO:0030154	participates
ncbigene:2705	GO:0007267	participates
ncbigene:1139	GO:0007165	participates
ncbigene:53918	GO:0051301	participates
ncbigene:2687	GO:0006508	participates
ncbigene:3181	GO:0006397	participates
ncbigene:9183	GO:0051301	participates
ncbigene:7428	GO:0050821	participates
ncbigene:3586	GO:0007165	participates
ncbigene:23673	GO:0050821	participates
ncbigene:6425	GO:0030154	participates
ncbigene:8505	GO:0005975	participates
ncbigene:5580	GO:0050821	participates
ncbigene:10841	GO:0007010	participates
ncbigene:86	GO:0007165	participates
ncbigene:91603	GO:0006397	participates
ncbigene:5586	GO:0007165	participates
ncbigene:2250	GO:0007267	participates
ncbigene:7045	GO:0007155	participates
ncbigene:5733	GO:0008219	participates
ncbigene:11027	GO:0007165	participates
ncbigene:1015	GO:0007155	participates
ncbigene:7097	GO:0007165	participates
ncbigene:9935	GO:0007585	participates
ncbigene:834	GO:0006508	participates
ncbigene:6309	GO:0006629	participates
ncbigene:3092	GO:0050821	participates
ncbigene:55801	GO:0007267	participates
ncbigene:2563	GO:0050877	participates
ncbigene:9043	GO:0016192	participates
ncbigene:57556	GO:0007010	participates
ncbigene:11185	GO:0009308	participates
ncbigene:3612	GO:0007165	participates
ncbigene:8556	GO:0007049	participates
ncbigene:3575	GO:0000902	participates
ncbigene:406928	GO:0043065	participates
ncbigene:3491	GO:0043065	participates
ncbigene:7411	GO:0050821	participates
ncbigene:4927	GO:0006913	participates
ncbigene:286826	GO:0007049	participates
ncbigene:3972	GO:0007165	participates
ncbigene:56649	GO:0016485	participates
ncbigene:8703	GO:0005975	participates
ncbigene:59307	GO:0007165	participates
ncbigene:1718	GO:0061024	participates
ncbigene:9770	GO:0007049	participates
ncbigene:208	GO:0007165	participates
ncbigene:477	GO:0040011	participates
ncbigene:1174	GO:0016192	participates
ncbigene:22926	GO:0006457	participates
ncbigene:344901	GO:0030154	participates
ncbigene:5885	GO:0007059	participates
ncbigene:6708	GO:0007009	participates
ncbigene:9135	GO:0016192	participates
ncbigene:3624	GO:0007267	participates
ncbigene:406971	GO:0043065	participates
ncbigene:10928	GO:0055085	participates
ncbigene:50624	GO:0007155	participates
ncbigene:89941	GO:0007165	participates
ncbigene:6280	GO:0007267	participates
ncbigene:1855	GO:0050821	participates
ncbigene:8200	GO:0007267	participates
ncbigene:2811	GO:0000902	participates
ncbigene:10912	GO:0043065	participates
ncbigene:1848	GO:0043065	participates
ncbigene:4288	GO:0008283	participates
ncbigene:2161	GO:0016540	participates
ncbigene:9388	GO:0006629	participates
ncbigene:9469	GO:0005975	participates
ncbigene:22948	GO:0006457	participates
ncbigene:1548	GO:0006805	participates
ncbigene:644150	GO:0030154	participates
ncbigene:3248	GO:0043065	participates
ncbigene:50511	GO:0051301	participates
ncbigene:10018	GO:0043065	participates
ncbigene:5190	GO:0050821	participates
ncbigene:55294	GO:0032880	participates
ncbigene:1778	GO:0051301	participates
ncbigene:1555	GO:0006805	participates
ncbigene:368	GO:0055085	participates
ncbigene:23431	GO:0016192	participates
ncbigene:89845	GO:0055085	participates
ncbigene:5499	GO:0007049	participates
ncbigene:3875	GO:0007049	participates
ncbigene:3082	GO:0000902	participates
ncbigene:8027	GO:0007165	participates
ncbigene:148	GO:0042310	participates
ncbigene:710	GO:0010951	participates
